team_name,manager_name,league,pressing_intensity_normalized,possession_control_normalized,counter_attack_focus_normalized,long_ball_reliance_normalized,set_piece_dependency_normalized,defensive_line_height_normalized,squad_rotation_rate_normalized,formation_variability_normalized,attack_tempo_normalized,wing_play_emphasis_normalized,build_up_initiation_normalized,dribbling_propensity_normalized,defensive_aggression_normalized,offensive_width_variation_normalized,xg_differential_normalized,positional_attack_distribution_normalized,pressing_success_rate_normalized,substitution_impact_normalized,game_state_adaptability_normalized,opposition_quality_adjustment_normalized,in_game_tactical_shifts_normalized,set_piece_efficiency_normalized,player_development_impact_normalized,risk_taking_index_normalized
Arsenal,Mikel Arteta,Premier League,-0.3400000000000001,0.1579999999999999,1.4859999999999998,-0.8380000000000001,0.4899999999999997,-0.506,0.988,-0.0080000000000002,-1.17,0.8219999999999996,-0.1739999999999999,-0.6719999999999999,0.3239999999999998,-1.004,2.152200000000001,-2.4426,-1.813,0.6714,2.0818,-2.414,0.0017999999999998,-2.1250000000000004,2.7164,1.4897999999999998
Aston Villa,Unai Emery,Premier League,-0.5099999999999998,1.4370000000000012,1.6290000000000011,2.543,2.7349999999999994,-1.1589999999999998,-0.3179999999999996,0.7880000000000003,1.245,-0.9670000000000004,0.1390000000000011,-1.808,2.0860000000000003,1.894,0.6058000000000001,2.9211000000000005,0.838,-0.6903999999999999,-0.4647999999999999,-0.9335,-1.1647999999999998,3.2425,-2.2054,-0.2978
Bournemouth,Andoni Iraola,Premier League,-0.03,0.5609999999999999,2.1370000000000005,-0.621,0.955,-0.2270000000000001,1.5459999999999998,0.3639999999999999,-1.015,1.3489999999999998,0.1670000000000002,-0.4239999999999999,0.758,-0.8180000000000001,-1.6176,-2.0467,0.9440000000000002,1.6638000000000002,1.6555999999999995,-1.9005,-0.9544,2.1725000000000003,0.4138000000000001,-0.2684000000000001
Brentford,Thomas Frank,Premier League,2.35,-1.3450000000000006,2.135,1.0449999999999997,-0.4750000000000005,1.915,0.8299999999999992,-1.7800000000000002,0.1749999999999998,0.3949999999999996,2.785,1.48,-0.910000000000001,0.6099999999999999,0.4620000000000001,-0.8085,1.0599999999999998,0.7539999999999997,1.1779999999999995,1.3124999999999998,-0.637,-0.8075000000000003,2.664,1.158
Brighton & Hove Albion,Fabian Hürzeler,Premier League,1.7999999999999998,2.9399999999999995,0.9799999999999996,0.6599999999999997,-1.3000000000000007,1.42,-0.1600000000000001,2.56,-0.1,-0.54,2.18,1.04,-1.6800000000000006,0.2799999999999998,0.2259999999999997,2.702,-1.63,1.8070000000000004,1.864,-1.4900000000000002,-0.871,-0.3250000000000002,1.2719999999999998,0.0739999999999999
Chelsea,Enzo Maresca,Premier League,1.85,-1.995,1.0850000000000009,0.6949999999999998,-1.2249999999999996,1.4650000000000003,-0.0699999999999994,2.62,-0.0749999999999999,-0.455,2.2350000000000003,1.08,-1.6100000000000003,0.31,-1.6479999999999997,-0.9485,-1.67,0.0790000000000002,3.308,0.8375000000000001,1.7029999999999998,-0.8125,2.014,0.903
Crystal Palace,Oliver Glasner,Premier League,1.9700000000000009,-0.3389999999999986,1.8370000000000035,-0.7210000000000001,1.4550000000000018,1.0730000000000004,-0.8539999999999992,-1.2359999999999989,2.4850000000000003,-1.7509999999999994,2.867000000000001,0.176000000000001,0.5579999999999998,-1.6179999999999994,-0.4775999999999992,0.3683000000000006,-0.571,1.6288,-0.9693999999999996,-0.3454999999999999,0.6106000000000005,2.807500000000001,2.0388,0.3416000000000001
Everton,David Moyes,Premier League,-0.3700000000000001,0.1189999999999997,1.423,-0.8590000000000002,0.4449999999999998,-0.5330000000000001,0.9339999999999996,-0.0440000000000002,-1.185,0.7709999999999999,-0.207,-0.696,0.2819999999999996,-1.0220000000000002,1.1695999999999998,0.3956999999999998,-1.034,2.6552,-0.3126,-0.1145000000000001,-0.6126,-1.1225,1.7102,-1.7286
Fulham,Marco Silva,Premier League,-1.17,0.5790000000000006,0.2430000000000003,2.0809999999999995,1.745000000000001,-1.753,-1.5060000000000002,-0.0040000000000004,0.915,2.911,-0.5869999999999997,2.6640000000000006,1.161999999999999,1.4979999999999998,1.3736000000000002,-1.0713,-2.079,1.4632,2.3134,-0.6095000000000002,1.9084,-0.1774999999999995,0.1282,1.0424
Ipswich Town,Kieran McKenna,Premier League,2.130000000000001,-0.1309999999999984,2.173000000000002,-0.609,1.6950000000000005,1.2170000000000003,-0.565999999999999,-1.0439999999999987,2.5650000000000004,-1.4789999999999992,-1.956999999999999,0.3040000000000011,0.782,-1.5219999999999994,0.4696000000000005,1.5607000000000002,1.866,-2.5947999999999998,0.1974000000000006,-0.6995,-1.2775999999999996,-1.2925,1.7702000000000009,-0.1685999999999995
Leicester City,Ruud van Nistelrooy,Premier League,0.8399999999999999,-1.808,-0.5360000000000014,-1.5120000000000005,-0.2400000000000002,0.056,2.112,2.4079999999999995,1.92,1.3279999999999994,1.6240000000000006,-0.7279999999999998,-1.024000000000001,2.704,-0.4872000000000002,-0.7274,1.753,-0.8414,0.9031999999999998,-1.871,-0.0318000000000002,0.2999999999999998,-0.5314,-2.0298
Liverpool,Arne Slot,Premier League,-0.6299999999999999,1.2810000000000006,1.377000000000001,2.459,2.555,-1.2669999999999997,-0.5339999999999989,0.6440000000000001,1.185,-1.1709999999999994,0.0070000000000005,-1.904,1.918,1.822,-1.3295999999999997,-0.4706999999999998,0.0089999999999998,-1.3751999999999998,-0.7473999999999998,-1.1255000000000002,0.7225999999999999,2.3525,1.9798,0.0986000000000002
Manchester City,Pep Guardiola,Premier League,0.25,0.9250000000000004,2.7250000000000005,-0.425,1.375,0.0249999999999999,2.05,0.6999999999999997,-0.875,1.825,0.4750000000000001,-0.1999999999999999,1.15,-0.6500000000000001,-1.4449999999999998,1.9975,2.265,-0.6150000000000001,-1.85,-0.4225,-1.9200000000000004,-0.6924999999999999,0.92,0.495
Manchester United,Rúben Amorim,Premier League,-0.1600000000000001,1.892,2.3640000000000008,2.788,-1.7400000000000002,-0.8440000000000003,0.3119999999999994,1.2080000000000002,1.42,-0.3719999999999999,0.524,-1.5279999999999996,2.5759999999999987,2.104,2.9028,0.4175999999999999,-2.022,-0.2214000000000001,-1.5518,2.479,1.7432,-2.26,0.8835999999999998,0.1302000000000002
Newcastle United,Eddie Howe,Premier League,-1.35,-1.1549999999999998,-0.6349999999999998,-1.545,-1.025,-1.415,-0.8299999999999998,-1.22,-1.675,-0.895,-1.285,-1.48,-1.09,-1.61,-0.657,-2.6765,0.4700000000000002,-1.114,0.3820000000000001,-2.2875,1.0269999999999997,-2.5475000000000003,-2.529,-2.648
Nottingham Forest,Nuno Espírito Santo,Premier League,1.58,2.654,0.5180000000000007,0.5059999999999998,-1.63,1.222,-0.556,2.2960000000000003,-0.2099999999999999,-0.9139999999999996,1.9380000000000008,0.8640000000000003,-1.9880000000000004,0.1480000000000001,-0.1164,-0.8588000000000001,-1.589,1.1632,2.8484,-1.4520000000000002,1.5234,1.4549999999999996,-2.2368,1.0224000000000002
Southampton,Simon Rusk,Premier League,2.2300000000000004,-1.5009999999999994,1.883000000000001,0.9610000000000004,-0.6549999999999994,1.8070000000000004,0.6140000000000008,-1.924,0.1150000000000002,0.1910000000000007,2.6530000000000005,1.3840000000000003,-1.0779999999999994,0.5380000000000003,-0.0633999999999997,0.7597000000000002,0.1660000000000003,1.9992000000000003,-1.6446,2.0655,-0.7896,-0.1174999999999997,1.6242,0.2193999999999999
Tottenham Hotspur,Ange Postecoglou,Premier League,0.6299999999999999,1.419,-1.4770000000000003,-0.1590000000000002,1.945,0.367,2.734,1.1559999999999997,-0.685,2.471,0.8930000000000002,0.104,1.6819999999999995,-0.4220000000000001,0.4645999999999997,2.3757,2.1009999999999995,-0.0298000000000001,2.6674,1.8555,2.9323999999999995,-0.7975,-1.2648,-1.3836
West Ham United,Graham Potter,Premier League,0.8399999999999999,1.6919999999999995,-1.0360000000000005,-0.0120000000000002,2.26,0.556,-1.888,1.408,-0.5800000000000001,2.8279999999999994,1.124,0.2719999999999998,1.9759999999999995,-0.296,2.2778,-1.7374000000000005,1.998,1.4036,-1.0067999999999997,-1.5510000000000002,-0.8518,3.03,0.3236000000000002,1.7801999999999996
Wolverhampton Wanderers,Vítor Pereira,Premier League,-1.79,-1.727,-1.559,-1.853,-1.685,-1.811,-1.622,-1.748,-1.895,-1.643,-1.769,-1.832,-1.706,-1.874,-2.2868,-2.2381,-1.848,-0.0115999999999999,-3.0092,1.0585,1.1457999999999997,0.1775,-1.8066,1.4537999999999998
Alavés,Eduardo Coudet,La Liga,1.7100000000000009,-0.6769999999999978,1.291000000000004,-0.9029999999999996,1.0650000000000013,0.8390000000000013,-1.3219999999999974,-1.548,2.3550000000000004,2.8070000000000004,2.5810000000000013,-0.0319999999999991,0.1940000000000008,-1.774,1.0082000000000009,2.2169000000000008,-0.7079999999999999,-1.7415999999999991,-2.0042,0.2935000000000003,-2.4092,-0.2224999999999992,-0.7265999999999992,2.3438000000000008
Almería,Gaizka Garitano,La Liga,1.3900000000000006,-1.0929999999999982,0.6190000000000033,-1.1269999999999998,0.5850000000000009,0.551000000000001,-1.897999999999998,-1.9320000000000004,2.1950000000000003,2.263,2.229000000000001,-0.2879999999999993,-0.2539999999999995,-1.966,2.0188,1.3771000000000009,-0.947,-2.2194,1.0122,0.3515000000000001,0.2371999999999996,-1.2374999999999996,0.7256000000000006,1.0792000000000004
Athletic Club,Ernesto Valverde,La Liga,-1.39,-1.207,-0.7190000000000001,-1.573,-1.085,-1.451,-0.902,-1.268,-1.695,-0.963,-1.329,-1.512,-1.146,-1.634,-1.8238,2.0379000000000005,1.892,0.2494,-2.9122,-0.1515000000000002,-2.3572,-2.0325,-0.6105999999999998,-2.0392
Atlético Madrid,Diego Simeone,La Liga,-1.63,-0.0189999999999992,-0.722999999999999,1.759,1.0549999999999995,2.833,2.6660000000000004,-0.556,0.685,2.129,-1.092999999999999,2.2960000000000003,0.5179999999999998,1.222,-0.6095999999999997,-1.1106999999999998,1.6140000000000003,-1.4201999999999997,0.8326000000000001,-0.6755,-0.0574,0.6624999999999995,1.4848,0.6086000000000003
Barcelona,Hansi Flick,La Liga,-0.2599999999999998,1.7620000000000005,2.1540000000000017,2.718,-1.8900000000000008,-0.9339999999999992,0.1320000000000014,1.0879999999999992,1.37,-0.5419999999999998,0.4140000000000006,-1.6079999999999997,2.436,2.044,1.9808,-0.6364,-1.5670000000000002,2.0546,2.1051999999999995,-1.5659999999999998,-1.1598000000000002,-3.0250000000000004,2.3246000000000007,-1.6027999999999998
Cádiz,Sergio González,La Liga,0.1699999999999999,0.8210000000000002,2.5570000000000004,-0.4810000000000001,1.255,-0.0469999999999999,1.906,0.6039999999999996,-0.915,1.6889999999999996,0.387,-0.264,1.0379999999999998,-0.6980000000000002,-0.4485999999999999,-0.0987000000000001,-1.986,-1.5581999999999998,-0.3584000000000002,0.7444999999999998,2.2966,2.4725,-0.1632000000000001,1.3676
Celta Vigo,Rafael Benítez,La Liga,-1.4500000000000002,0.2149999999999998,-0.3450000000000006,1.885,1.3249999999999993,2.995,2.99,-0.3400000000000007,0.7749999999999999,2.4349999999999987,-0.8949999999999996,2.4400000000000004,0.7699999999999996,1.3299999999999996,-0.3140000000000002,-2.0705,-2.255,-1.293,1.1439999999999997,0.6675,0.4689999999999997,0.2124999999999994,-0.528,0.004
Espanyol,Luis García,La Liga,1.94,-1.878,1.274000000000001,0.758,-1.09,1.5459999999999998,0.0919999999999996,2.728,-0.03,-0.3020000000000005,2.3340000000000005,1.152,-1.484,0.3639999999999999,0.4798000000000003,-0.5784,-1.0870000000000002,-0.5074000000000001,2.7012000000000005,1.629,-0.8887999999999998,-0.695,1.6575999999999995,2.8232
Getafe,José Bordalás,La Liga,-1.73,-1.649,-1.4329999999999998,-1.811,-1.595,-1.757,-1.514,-1.676,-1.865,-1.541,-1.7029999999999998,-1.784,-1.622,-1.838,0.3784,0.7903000000000002,1.044,0.1858000000000001,1.8046,-1.1605,-1.6804,-2.5975,-0.2941999999999998,-1.6944
Girona,Míchel,La Liga,0.0699999999999998,0.6909999999999998,2.3469999999999995,-0.5510000000000002,1.1049999999999995,-0.137,1.726,0.4839999999999995,-0.965,1.5189999999999997,0.2770000000000001,-0.3440000000000001,0.8979999999999997,-0.7580000000000002,1.0294,0.5622999999999999,1.5890000000000002,1.9878,1.7035999999999996,-1.1555,-2.2714,2.3925,2.0278,0.5545999999999998
Granada,Paco López,La Liga,1.75,-0.625,1.375,-0.875,1.125,0.875,-1.25,-1.5,2.375,2.875,2.625,0.0,0.25,-1.75,0.0349999999999998,-0.8174999999999999,0.5449999999999999,-2.1,-1.775,2.2175,-0.3500000000000001,-0.8125,1.7300000000000004,-2.285
Las Palmas,Diego Martínez,La Liga,0.5800000000000001,1.354,-1.582,-0.1940000000000001,1.87,0.322,2.644,1.096,-0.71,2.386,0.8380000000000005,0.064,1.6119999999999997,-0.4519999999999999,-2.3864,-1.0537999999999998,0.9159999999999998,-1.0568,0.3384,-1.727,0.2334,-0.365,-0.3618,-0.2676
Mallorca,Jagoba Arrasate,La Liga,-0.08,1.9960000000000004,2.532,2.8439999999999994,-1.620000000000001,-0.7720000000000002,0.4559999999999995,1.3040000000000005,1.46,-0.2360000000000006,0.6120000000000001,-1.4639999999999995,2.687999999999999,2.152,2.5464,-1.3861999999999997,-2.191,2.4868,-1.6183999999999998,2.627,-1.7333999999999996,0.9549999999999992,2.1668000000000003,-0.6524
Osasuna,Vicente Moreno,La Liga,-0.8899999999999999,-0.5569999999999997,0.3310000000000004,-1.223,-0.3349999999999999,-1.001,-0.0019999999999997,-0.6679999999999999,-1.4449999999999998,-0.1129999999999999,-0.7789999999999997,-1.112,-0.4459999999999999,-1.334,-1.0488,-0.7671,0.2120000000000001,-1.6806,-2.5222,-2.2615,1.1728,0.5225,1.0244,-2.6592
Rayo Vallecano,Francisco Rodríguez,La Liga,0.8399999999999999,-1.808,-0.5360000000000014,-1.5120000000000005,-0.2400000000000002,0.056,2.112,2.4079999999999995,1.92,1.3279999999999994,1.6240000000000006,-0.7279999999999998,-1.024000000000001,2.704,1.9278,0.8926000000000001,-2.322,2.6386,2.2782,2.0089999999999995,3.0631999999999997,1.7199999999999998,0.4735999999999999,0.3801999999999998
Real Betis,Manuel Pellegrini,La Liga,1.2200000000000006,-1.3139999999999985,0.2620000000000004,-1.2459999999999996,0.3300000000000018,0.3980000000000006,2.796000000000001,2.8640000000000008,2.1100000000000003,1.974,2.0420000000000016,-0.4239999999999995,-0.4919999999999991,2.9320000000000004,2.2024000000000004,-2.1892,2.1840000000000006,3.2538000000000005,1.4406000000000003,0.6320000000000001,1.8056000000000003,2.295000000000001,2.2338000000000005,-2.5434
Real Madrid,Carlo Ancelotti,La Liga,2.77,-0.7990000000000004,-1.9830000000000003,1.3389999999999995,0.1549999999999993,2.293,1.5860000000000003,-1.2760000000000007,0.3849999999999998,1.1089999999999982,-1.753,1.816,-0.3220000000000009,0.8619999999999997,0.2483999999999999,-0.3497,-0.901,-1.6642,-1.8004000000000002,0.4044999999999996,-1.4904000000000002,2.5675,1.0308000000000002,-0.0294
Real Sociedad,Imanol Alguacil,La Liga,-1.5300000000000002,0.1109999999999997,-0.5129999999999999,1.829,1.205,2.923,2.846,-0.4360000000000008,0.7349999999999999,2.2989999999999995,-0.9829999999999997,2.3760000000000003,0.6579999999999995,1.2819999999999996,0.7323999999999999,1.5283,2.0090000000000003,1.4988,-0.4094000000000002,-0.2105000000000001,1.550599999999999,2.9125,-0.2062,0.7766
Sevilla,Joaquín Caparrós,La Liga,-1.77,-1.701,-1.517,-1.839,-1.655,-1.793,-1.586,-1.724,-1.885,-1.609,-1.747,-1.816,-1.678,-1.862,2.0466,1.9147,1.7409999999999997,-2.6958,-0.7646000000000002,-1.9345,0.4853999999999998,-0.8875000000000001,-1.1308,0.4894
Valencia,Carlos Corberán,La Liga,0.48,1.2240000000000002,-1.7919999999999998,-0.264,1.7199999999999998,0.2320000000000002,2.4640000000000004,0.976,-0.76,2.216,0.7280000000000002,-0.016,1.472,-0.512,-0.6983999999999999,0.3771999999999998,0.3909999999999999,-0.0357999999999998,-0.2296,-0.0020000000000001,1.9254,0.2299999999999999,-0.2757999999999998,2.3344
Atalanta,Gian Piero Gasperini,Serie A,-1.6399999999999997,-0.0319999999999991,-0.743999999999998,1.7519999999999998,1.040000000000001,2.8240000000000007,2.648000000000001,-0.5679999999999996,0.6800000000000002,2.112,-1.1039999999999992,2.2880000000000003,0.5039999999999996,1.2160000000000002,-0.7887999999999995,-1.9246,-0.243,-0.8405999999999997,1.0728,2.251,-2.3322,1.2050000000000003,1.8194000000000004,0.7908000000000003
Bologna,Vincenzo Italiano,Serie A,1.0699999999999998,1.991,-0.5529999999999999,0.1489999999999995,2.6049999999999995,0.7629999999999999,-1.4740000000000002,1.6839999999999995,-0.4650000000000001,-1.7810000000000006,1.3770000000000002,0.4559999999999999,2.297999999999999,-0.1580000000000001,1.0294,0.7223,2.684,1.6228000000000002,1.3786,1.2145,0.7235999999999997,-0.4375000000000002,1.1877999999999995,2.2796000000000003
Cagliari,Davide Nicola,Serie A,-1.7000000000000002,-0.1100000000000003,-0.8699999999999992,1.7099999999999995,0.9499999999999992,2.77,2.539999999999999,-0.6400000000000006,0.6499999999999999,2.01,-1.17,2.24,0.419999999999999,1.1799999999999995,2.161,-2.533,-2.8100000000000005,1.5719999999999996,-2.0360000000000005,0.6049999999999998,-0.6660000000000004,0.8149999999999995,-1.2630000000000003,2.519
Como,Cesc Fàbregas,Serie A,1.7200000000000002,2.8360000000000003,0.8120000000000012,0.6040000000000001,-1.42,1.3480000000000003,-0.3039999999999994,2.4640000000000004,-0.1399999999999999,-0.6760000000000002,2.0920000000000005,0.9760000000000004,-1.7919999999999998,0.2320000000000002,0.4974000000000002,-1.5941999999999998,-1.191,-2.3262,2.0256000000000003,-1.603,2.6606,-1.0,0.5688000000000003,-0.6933999999999998
Empoli,Roberto D'Aversa,Serie A,-0.2099999999999999,0.3269999999999999,1.7590000000000003,-0.7470000000000001,0.685,-0.389,1.222,0.1480000000000001,-1.105,1.043,-0.0309999999999996,-0.5679999999999998,0.5059999999999998,-0.926,1.0668,-0.3969000000000001,0.4629999999999999,2.7466,-0.4358000000000001,-2.1285,1.4392,-1.0675,-0.3384000000000001,-2.1788
Fiorentina,Raffaele Palladino,Serie A,-0.5599999999999996,1.3720000000000017,1.524000000000001,2.508,2.66,-1.2039999999999995,-0.4079999999999995,0.7279999999999998,1.2200000000000002,-1.0519999999999996,0.0840000000000014,-1.847999999999999,2.016,1.864,-0.8251999999999997,2.1116000000000006,-1.0319999999999998,-0.5773999999999999,1.5061999999999998,2.339,-1.1288,0.605,1.1826000000000003,1.3882000000000003
Genoa,Patrick Vieira,Serie A,1.4900000000000002,-0.9629999999999992,0.8290000000000006,-1.0570000000000004,0.7349999999999994,0.641,-1.718,-1.812,2.245,2.433,2.3390000000000004,-0.2079999999999993,-0.1140000000000007,-1.906,2.3408,1.2211,-0.6119999999999999,1.7045999999999997,-2.4748,-1.2585000000000002,-0.4248,-0.1375000000000001,-0.9203999999999998,0.8622000000000003
